beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
1,1.0,1100.0,sqft,747.0,sqft,98107,745000.0
2,1.0,730.0,sqft,5150.0,sqft,98106,545000.0
4,2.0,1170.0,sqft,9216.0,sqft,98178,390000.0
4,3.0,2240.0,sqft,8691.0,sqft,98118,625000.0
4,2.0,1750.0,sqft,6380.0,sqft,98115,855000.0
2,2.0,1695.0,sqft,,,98126,1150000.0
5,3.0,2480.0,sqft,5100.0,sqft,98117,1135000.0
4,2.5,1420.0,sqft,1800.0,sqft,98103,760000.0
2,1.0,990.0,sqft,3844.0,sqft,98133,474000.0
2,1.0,1520.0,sqft,4250.0,sqft,98117,820000.0
5,2.0,2100.0,sqft,6000.0,sqft,98108,599950.0
3,3.0,1740.0,sqft,5000.0,sqft,98136,1010000.0
2,2.0,1760.0,sqft,6150.0,sqft,98108,750000.0
2,2.0,1021.0,sqft,,,98101,981250.0
4,3.5,3018.0,sqft,3600.0,sqft,98103,1795000.0
2,1.5,1024.0,sqft,,,98115,495000.0
1,1.0,945.0,sqft,,,98109,385000.0
2,1.0,2380.0,sqft,6061.0,sqft,98108,640000.0
5,5.0,3810.0,sqft,0.32,acre,98177,1180000.0
2,2.5,1048.0,sqft,834.0,sqft,98112,899000.0
3,1.5,1610.0,sqft,4000.0,sqft,98122,1106000.0
1,1.0,701.0,sqft,,,98115,315000.0
4,2.5,2213.0,sqft,3367.0,sqft,98107,1075000.0
2,2.0,1071.0,sqft,,,98119,719000.0
2,1.0,850.0,sqft,3056.0,sqft,98107,813000.0
3,3.0,1280.0,sqft,2600.0,sqft,98103,900000.0
3,1.0,980.0,sqft,4200.0,sqft,98119,700000.0
4,3.5,3840.0,sqft,0.32,acre,98118,1250000.0
2,2.0,1006.0,sqft,3.32,acre,98112,650000.0
4,2.0,1450.0,sqft,1000.0,sqft,98109,1185000.0
4,2.0,2140.0,sqft,4947.0,sqft,98136,960000.0
4,3.0,2480.0,sqft,4000.0,sqft,98103,1605000.0
5,2.0,2420.0,sqft,4080.0,sqft,98117,960000.0
3,4.5,1760.0,sqft,1008.0,sqft,98109,1440000.0
2,2.0,1170.0,sqft,588.0,sqft,98144,624999.0
3,2.0,1730.0,sqft,8421.0,sqft,98125,910000.0
1,1.0,376.0,sqft,0.23,acre,98199,1000000.0
1,1.0,636.0,sqft,,,98102,450000.0
3,2.0,1940.0,sqft,4850.0,sqft,98107,895000.0
4,2.5,3400.0,sqft,6000.0,sqft,98112,2100000.0
3,2.0,1360.0,sqft,7680.0,sqft,98125,830000.0
2,2.0,875.0,sqft,901.0,sqft,98116,656500.0
6,2.0,2230.0,sqft,5300.0,sqft,98118,700000.0
5,2.0,4190.0,sqft,8500.0,sqft,98119,2300000.0
3,2.5,2220.0,sqft,3060.0,sqft,98117,1167500.0
2,1.0,830.0,sqft,1980.0,sqft,98117,450000.0
3,2.5,2090.0,sqft,5000.0,sqft,98108,820000.0
3,1.0,1210.0,sqft,6000.0,sqft,98119,795000.0
2,1.0,691.0,sqft,1.0,acre,98102,998000.0
3,2.5,1820.0,sqft,1.0,acre,98118,690000.0
4,2.5,3105.0,sqft,7875.0,sqft,98115,1040000.0
4,2.0,1680.0,sqft,7840.0,sqft,98178,517500.0
3,2.0,2495.0,sqft,4000.0,sqft,98105,1250000.0
5,3.0,2450.0,sqft,4980.0,sqft,98144,1270000.0
4,2.0,2787.0,sqft,6011.0,sqft,98122,1207000.0
5,3.5,3310.0,sqft,2943.0,sqft,98102,1637500.0
2,2.0,1699.0,sqft,,,98109,640000.0
5,4.0,3180.0,sqft,3400.0,sqft,98105,2100000.0
5,2.5,3350.0,sqft,8317.0,sqft,98126,1275000.0
2,2.0,1365.0,sqft,770.0,sqft,98122,799000.0
3,3.0,1660.0,sqft,7650.0,sqft,98117,1200000.0
3,1.5,1880.0,sqft,6194.0,sqft,98118,489000.0
1,1.0,580.0,sqft,4657.0,sqft,98102,395000.0
3,2.0,1270.0,sqft,0.26,acre,98146,590000.0
3,1.0,860.0,sqft,5400.0,sqft,98125,699000.0
1,1.0,580.0,sqft,,,98122,475000.0
3,3.5,1840.0,sqft,1312.0,sqft,98117,1025000.0
1,1.0,615.0,sqft,,,98199,315000.0
5,3.0,2140.0,sqft,7244.0,sqft,98125,850000.0
2,2.0,1437.0,sqft,1085.0,sqft,98122,969950.0
2,1.5,1390.0,sqft,746.0,sqft,98107,759950.0
2,1.5,870.0,sqft,938.0,sqft,98115,700000.0
5,4.5,2840.0,sqft,3200.0,sqft,98112,500000.0
3,2.0,2260.0,sqft,3880.0,sqft,98107,877000.0
2,2.0,886.0,sqft,1037.0,sqft,98116,660000.0
1,1.0,505.0,sqft,,,98102,325000.0
2,1.0,1048.0,sqft,0.66,acre,98121,760000.0
4,2.0,1800.0,sqft,7455.0,sqft,98117,1100000.0
2,2.0,1390.0,sqft,8509.0,sqft,98116,954500.0
3,2.5,2600.0,sqft,8023.0,sqft,98136,1475000.0
4,2.0,2640.0,sqft,8385.0,sqft,98168,780000.0
2,1.5,1020.0,sqft,1249.0,sqft,98102,765000.0
3,3.0,2630.0,sqft,3755.0,sqft,98115,1130000.0
4,3.5,2910.0,sqft,4000.0,sqft,98144,1865000.0
3,2.0,1580.0,sqft,5040.0,sqft,98116,1000000.0
2,1.0,885.0,sqft,3.54,acre,98105,389000.0
3,2.0,2100.0,sqft,5750.0,sqft,98116,1325000.0
4,2.0,2010.0,sqft,9612.0,sqft,98105,1250000.0
4,2.0,1480.0,sqft,6820.0,sqft,98126,830000.0
3,2.0,1560.0,sqft,2400.0,sqft,98117,1180000.0
1,1.0,889.0,sqft,,,98121,648888.0
1,1.0,664.0,sqft,,,98102,322000.0
2,2.0,804.0,sqft,5000.0,sqft,98107,465600.0
4,2.0,2080.0,sqft,3850.0,sqft,98105,975000.0
2,1.0,910.0,sqft,2000.0,sqft,98117,800000.0
3,2.5,1620.0,sqft,7500.0,sqft,98106,875100.0
3,3.5,1970.0,sqft,1125.0,sqft,98105,868500.0
3,2.0,1720.0,sqft,6720.0,sqft,98116,869000.0
4,2.0,1545.0,sqft,4963.0,sqft,98103,1253000.0
3,2.5,1710.0,sqft,4814.0,sqft,98115,1190000.0
1,2.0,1141.0,sqft,0.41,acre,98122,699950.0
2,3.0,1276.0,sqft,1187.0,sqft,98106,520000.0
2,1.5,1978.0,sqft,5000.0,sqft,98118,858000.0
2,1.0,1060.0,sqft,8908.0,sqft,98125,700000.0
5,3.5,3220.0,sqft,4640.0,sqft,98103,820000.0
4,2.0,1170.0,sqft,9594.0,sqft,98168,530000.0
3,2.0,1770.0,sqft,5100.0,sqft,98118,660000.0
2,2.0,1420.0,sqft,1232.0,sqft,98107,690000.0
4,2.5,2980.0,sqft,3618.0,sqft,98125,1445000.0
4,1.5,1630.0,sqft,7182.0,sqft,98133,734950.0
1,1.0,743.0,sqft,,,98102,522250.0
2,1.0,680.0,sqft,8795.0,sqft,98125,625000.0
2,1.0,900.0,sqft,6030.0,sqft,98168,409050.0
1,1.0,635.0,sqft,,,98121,380000.0
5,3.5,3400.0,sqft,4560.0,sqft,98109,3340000.0
3,2.0,1300.0,sqft,2250.0,sqft,98103,735000.0
2,2.0,1094.0,sqft,5250.0,sqft,98122,675000.0
3,2.5,1763.0,sqft,2498.0,sqft,98117,1125000.0
2,1.0,940.0,sqft,3300.0,sqft,98118,550000.0
3,2.5,1820.0,sqft,1595.0,sqft,98103,990000.0
1,1.0,650.0,sqft,,,98121,468000.0
2,2.0,1200.0,sqft,1247.0,sqft,98122,705000.0
3,2.0,1939.0,sqft,0.31,acre,98109,1070000.0
4,2.0,1780.0,sqft,5000.0,sqft,98117,1181500.0
3,2.0,2370.0,sqft,4400.0,sqft,98119,1180000.0
2,2.5,1411.0,sqft,1201.0,sqft,98117,830000.0
2,1.0,512.0,sqft,,,98103,312000.0
4,2.5,2360.0,sqft,5725.0,sqft,98199,1750000.0
3,2.0,2630.0,sqft,9702.0,sqft,98117,1290000.0
5,3.0,2700.0,sqft,5670.0,sqft,98119,1025000.0
1,1.0,605.0,sqft,,,98103,370000.0
2,1.0,767.0,sqft,,,98136,349950.0
2,1.0,1015.0,sqft,,,98102,650000.0
2,2.0,1245.0,sqft,,,98168,330000.0
1,1.0,513.0,sqft,0.66,acre,98121,315000.0
1,1.0,780.0,sqft,8960.0,sqft,98106,500000.0
4,3.0,2050.0,sqft,4362.0,sqft,98136,920000.0
2,2.0,1060.0,sqft,,,98117,650000.0
2,2.0,950.0,sqft,1308.0,sqft,98117,705000.0
3,1.5,1870.0,sqft,9975.0,sqft,98168,500000.0
3,2.5,1060.0,sqft,1124.0,sqft,98117,765000.0
3,2.5,1860.0,sqft,1063.0,sqft,98103,1025000.0
3,1.5,1420.0,sqft,6009.0,sqft,98117,980000.0
3,1.0,1390.0,sqft,3090.0,sqft,98144,850000.0
3,2.0,1096.0,sqft,1.0,acre,98117,874500.0
3,1.0,1100.0,sqft,4120.0,sqft,98106,468000.0
3,1.0,1010.0,sqft,7100.0,sqft,98178,475000.0
3,3.5,1730.0,sqft,,,98117,975000.0
2,1.5,1480.0,sqft,6000.0,sqft,98118,948800.0
3,2.0,1890.0,sqft,6808.0,sqft,98106,700000.0
4,2.0,2500.0,sqft,4414.0,sqft,98144,972500.0
4,3.5,2840.0,sqft,4000.0,sqft,98108,925000.0
3,2.0,1608.0,sqft,1568.0,sqft,98103,732000.0
2,2.5,1701.0,sqft,1827.0,sqft,98112,1354000.0
1,1.0,376.0,sqft,0.23,acre,98199,1000000.0
1,2.0,1250.0,sqft,5183.0,sqft,98116,160000.0
3,2.5,1790.0,sqft,1600.0,sqft,98117,1050000.0
4,2.0,1670.0,sqft,7260.0,sqft,98106,650000.0
3,2.0,1640.0,sqft,5100.0,sqft,98136,900000.0
4,4.5,3228.0,sqft,3600.0,sqft,98119,2050000.0
4,2.0,1720.0,sqft,4242.0,sqft,98118,705000.0
4,2.0,2060.0,sqft,8762.0,sqft,98168,575000.0
3,2.0,1840.0,sqft,3432.0,sqft,98115,865000.0
4,3.5,3180.0,sqft,3375.0,sqft,98122,2485000.0
3,3.0,1760.0,sqft,8160.0,sqft,98125,670000.0
2,1.0,1350.0,sqft,6600.0,sqft,98115,799950.0
2,2.0,1403.0,sqft,,,98125,480000.0
3,2.0,1740.0,sqft,3519.0,sqft,98199,1310000.0
3,2.0,1490.0,sqft,1050.0,sqft,98107,900000.0
3,3.0,2380.0,sqft,6172.0,sqft,98199,1385000.0
1,1.0,815.0,sqft,0.48,acre,98121,465000.0
4,3.5,2900.0,sqft,7470.0,sqft,98125,1337000.0
5,3.0,2370.0,sqft,5292.0,sqft,98118,800000.0
4,1.0,2470.0,sqft,0.31,acre,98178,770000.0
4,1.0,1740.0,sqft,6000.0,sqft,98119,925000.0
1,1.0,690.0,sqft,,,98133,290000.0
5,3.5,2610.0,sqft,3623.0,sqft,98118,915000.0
4,3.5,2015.0,sqft,1886.0,sqft,98116,1240000.0
5,3.5,3880.0,sqft,6000.0,sqft,98112,2975000.0
4,2.0,2280.0,sqft,0.25,acre,98168,625000.0
4,3.0,2570.0,sqft,4480.0,sqft,98105,1555000.0
5,2.0,2740.0,sqft,2850.0,sqft,98103,1175000.0
2,2.0,1469.0,sqft,1762.0,sqft,98115,900000.0
3,2.5,2860.0,sqft,4500.0,sqft,98126,1630000.0
2,2.0,1479.0,sqft,,,98116,640000.0
5,4.5,3370.0,sqft,5100.0,sqft,98117,1975000.0
3,1.0,1300.0,sqft,3520.0,sqft,98109,1000000.0
2,1.0,780.0,sqft,8184.0,sqft,98118,675000.0
5,6.0,6990.0,sqft,4703.0,sqft,98103,1880000.0
2,2.5,867.0,sqft,1753.0,sqft,98115,679000.0
2,2.0,1217.0,sqft,,,98199,787950.0
3,2.5,2120.0,sqft,5120.0,sqft,98122,1365000.0
2,2.0,1042.0,sqft,,,98101,639000.0
2,2.0,1163.0,sqft,583.0,sqft,98117,648800.0
3,3.5,1580.0,sqft,,,98144,760000.0
3,2.0,1740.0,sqft,8309.0,sqft,98115,1070000.0
4,3.0,1810.0,sqft,5850.0,sqft,98116,1118000.0
1,1.0,1186.0,sqft,,,98109,665000.0
3,1.0,1177.0,sqft,6150.0,sqft,98126,650000.0
2,1.5,770.0,sqft,850.0,sqft,98116,550000.0
4,2.0,1870.0,sqft,5280.0,sqft,98199,1040000.0
1,1.0,696.0,sqft,4.27,acre,98115,305000.0
3,2.5,1380.0,sqft,1464.0,sqft,98126,523750.0
2,1.0,1650.0,sqft,6650.0,sqft,98106,630000.0
3,2.0,1640.0,sqft,5145.0,sqft,98106,700000.0
3,3.5,1360.0,sqft,1248.0,sqft,98103,700000.0
3,1.0,970.0,sqft,8160.0,sqft,98177,625000.0
1,1.0,490.0,sqft,,,98104,250000.0
5,2.0,2180.0,sqft,8100.0,sqft,98122,950000.0
4,3.5,2970.0,sqft,3751.0,sqft,98103,2080000.0
4,2.0,2340.0,sqft,4560.0,sqft,98103,1800000.0
3,3.0,1420.0,sqft,6037.0,sqft,98115,950000.0
3,2.5,1520.0,sqft,2814.0,sqft,98108,818000.0
2,2.0,1242.0,sqft,742.0,sqft,98122,769950.0
4,3.0,3410.0,sqft,7389.0,sqft,98144,1850000.0
4,1.0,1150.0,sqft,5665.0,sqft,98118,575000.0
1,1.0,691.0,sqft,,,98115,321000.0
3,2.0,1170.0,sqft,979.0,sqft,98144,740000.0
3,2.0,1360.0,sqft,8100.0,sqft,98125,850000.0
2,2.0,1200.0,sqft,1948.0,sqft,98125,620000.0
4,2.0,2680.0,sqft,6035.0,sqft,98177,950000.0
2,1.0,670.0,sqft,6300.0,sqft,98126,510000.0
1,1.0,545.0,sqft,,,98122,350000.0
3,3.5,1240.0,sqft,1164.0,sqft,98116,690000.0
1,1.0,700.0,sqft,,,98109,300000.0
4,3.0,2940.0,sqft,4000.0,sqft,98126,1250000.0
2,2.0,1187.0,sqft,1093.0,sqft,98115,750000.0
4,2.0,1488.0,sqft,3920.0,sqft,98115,750000.0
3,1.0,970.0,sqft,0.28,acre,98146,515000.0
3,2.5,1681.0,sqft,3.97,acre,98126,610000.0
2,2.0,1144.0,sqft,4850.0,sqft,98107,769950.0
4,3.5,2860.0,sqft,5880.0,sqft,98199,1657500.0
1,1.0,773.0,sqft,,,98102,425000.0
3,2.5,3100.0,sqft,4120.0,sqft,98112,2610000.0
4,3.5,2400.0,sqft,3060.0,sqft,98103,1750000.0
3,2.5,2920.0,sqft,9918.0,sqft,98133,985000.0
2,1.0,876.0,sqft,,,98116,550000.0
5,3.0,3450.0,sqft,3920.0,sqft,98109,1981000.0
3,2.5,1330.0,sqft,936.0,sqft,98107,819999.0
4,3.5,2440.0,sqft,7200.0,sqft,98125,1185000.0
3,3.5,1580.0,sqft,1312.0,sqft,98144,950000.0
3,2.0,2299.0,sqft,6022.0,sqft,98199,1435000.0
1,1.0,594.0,sqft,,,98103,360000.0
1,1.0,475.0,sqft,,,98121,385000.0
5,3.0,2360.0,sqft,2833.0,sqft,98103,1240000.0
4,3.0,1780.0,sqft,5005.0,sqft,98117,1184000.0
3,2.0,2250.0,sqft,8030.0,sqft,98105,2080000.0
2,2.0,1073.0,sqft,,,98133,429900.0
5,3.0,1900.0,sqft,8160.0,sqft,98118,895000.0
5,2.5,3090.0,sqft,6161.0,sqft,98105,1600000.0
5,6.5,6240.0,sqft,6750.0,sqft,98115,3122000.0
1,1.0,573.0,sqft,,,98121,310000.0
2,1.0,770.0,sqft,5569.0,sqft,98115,640000.0
1,1.0,820.0,sqft,0.31,acre,98121,590000.0
3,2.0,1622.0,sqft,1521.0,sqft,98125,692950.0
2,1.0,1210.0,sqft,2000.0,sqft,98144,725000.0
3,1.5,1240.0,sqft,5000.0,sqft,98117,850000.0
3,3.0,2080.0,sqft,2486.0,sqft,98108,762000.0
2,2.0,875.0,sqft,898.0,sqft,98116,625000.0
1,1.0,597.0,sqft,,,98109,360000.0
2,2.0,1370.0,sqft,,,98168,280000.0
4,2.0,2425.0,sqft,5500.0,sqft,98105,1295000.0
4,2.5,1760.0,sqft,2670.0,sqft,98144,925000.0
2,2.5,994.0,sqft,1388.0,sqft,98136,670000.0
1,1.0,515.0,sqft,1.31,acre,98109,387000.0
3,3.5,1660.0,sqft,1228.0,sqft,98144,765000.0
4,2.0,1730.0,sqft,7723.0,sqft,98126,875000.0
5,3.0,1790.0,sqft,0.23,acre,98125,964000.0
1,1.0,715.0,sqft,,,98109,500000.0
2,2.0,1470.0,sqft,1094.0,sqft,98126,718000.0
3,2.0,2440.0,sqft,2700.0,sqft,98103,1000000.0
4,2.0,2880.0,sqft,5000.0,sqft,98103,1485000.0
3,2.0,1678.0,sqft,1191.0,sqft,98103,1160000.0
3,2.0,1400.0,sqft,1281.0,sqft,98117,780000.0
6,4.5,5200.0,sqft,0.25,acre,98144,3050000.0
1,1.0,806.0,sqft,,,98102,525000.0
4,3.0,2311.0,sqft,6048.0,sqft,98115,1211000.0
3,1.5,1060.0,sqft,6765.0,sqft,98178,535000.0
2,1.0,1150.0,sqft,7425.0,sqft,98118,575000.0
5,3.0,2580.0,sqft,4462.0,sqft,98109,1500000.0
4,3.5,3240.0,sqft,5600.0,sqft,98105,2675000.0
5,3.5,3710.0,sqft,5259.0,sqft,98199,2525000.0
4,3.5,1632.0,sqft,0.3,acre,98136,825000.0
6,7.0,4641.0,sqft,5000.0,sqft,98112,1850000.0
3,3.5,1846.0,sqft,2250.0,sqft,98107,1170000.0
2,2.0,1353.0,sqft,,,98115,770000.0
3,2.0,1240.0,sqft,5400.0,sqft,98117,705000.0
2,1.0,1760.0,sqft,4264.0,sqft,98126,550000.0
2,3.0,1290.0,sqft,,,98199,845000.0
1,1.5,1285.0,sqft,0.96,acre,98121,1250000.0
4,2.5,3707.0,sqft,8100.0,sqft,98177,2100000.0
3,2.0,1120.0,sqft,5518.0,sqft,98106,600000.0
6,5.0,3300.0,sqft,6800.0,sqft,98105,3598950.0
3,2.0,2160.0,sqft,4590.0,sqft,98115,825000.0
2,1.0,1440.0,sqft,7080.0,sqft,98146,488000.0
5,2.0,2567.0,sqft,4995.0,sqft,98144,1550000.0
3,2.0,1960.0,sqft,3300.0,sqft,98103,865000.0
3,3.5,1657.0,sqft,,,98144,847198.0
5,3.0,2610.0,sqft,2550.0,sqft,98109,1795000.0
2,2.0,1213.0,sqft,,,98116,800000.0
1,1.0,777.0,sqft,4.06,acre,98146,244950.0
3,3.5,1590.0,sqft,1314.0,sqft,98144,899000.0
2,2.0,1893.0,sqft,,,98115,727000.0
3,1.5,1570.0,sqft,3880.0,sqft,98117,975000.0
4,3.0,2440.0,sqft,8556.0,sqft,98199,1850000.0
4,4.0,3463.0,sqft,4304.0,sqft,98112,2050000.0
2,4.5,1840.0,sqft,1500.0,sqft,98103,1049000.0
2,2.0,1554.0,sqft,9.2,acre,98115,660000.0
1,1.0,567.0,sqft,,,98144,451000.0
1,1.0,665.0,sqft,,,98109,479425.0
2,1.0,950.0,sqft,4300.0,sqft,98144,337000.0
2,2.0,1371.0,sqft,5480.0,sqft,98116,1295000.0
3,2.0,2040.0,sqft,4000.0,sqft,98144,695000.0
4,2.5,2780.0,sqft,8967.0,sqft,98136,1530000.0
5,3.5,3410.0,sqft,5000.0,sqft,98115,1725000.0
2,1.5,2280.0,sqft,4000.0,sqft,98144,650000.0
3,2.0,2100.0,sqft,7800.0,sqft,98168,510000.0
2,2.0,1101.0,sqft,1608.0,sqft,98115,780000.0
4,3.5,1964.0,sqft,,,98115,1180000.0
3,1.5,1030.0,sqft,6086.0,sqft,98125,739000.0
2,2.0,1042.0,sqft,1615.0,sqft,98144,630000.0
3,3.5,1740.0,sqft,5000.0,sqft,98103,1020000.0
1,2.0,1302.0,sqft,,,98121,740000.0
2,2.0,905.0,sqft,,,98121,670000.0
1,1.0,460.0,sqft,8094.0,sqft,98108,1250000.0
3,2.0,1540.0,sqft,993.0,sqft,98122,900000.0
1,1.0,656.0,sqft,,,98109,470000.0
5,2.0,2800.0,sqft,6250.0,sqft,98103,1200000.0
3,3.5,2480.0,sqft,5118.0,sqft,98122,1500000.0
5,3.0,2170.0,sqft,6650.0,sqft,98168,740000.0
5,4.0,2447.0,sqft,3100.0,sqft,98117,1500000.0
3,2.0,2164.0,sqft,4000.0,sqft,98117,800000.0
2,1.0,740.0,sqft,7500.0,sqft,98126,553500.0
3,2.5,2080.0,sqft,5160.0,sqft,98116,1200000.0
2,1.0,1800.0,sqft,2613.0,sqft,98105,25000000.0
2,2.0,1180.0,sqft,792.0,sqft,98106,527000.0
3,2.0,2020.0,sqft,5525.0,sqft,98117,1625000.0
3,3.5,1150.0,sqft,1199.0,sqft,98103,625000.0
3,2.0,1220.0,sqft,1.0,acre,98107,824900.0
2,1.0,810.0,sqft,6400.0,sqft,98146,435000.0
1,1.0,696.0,sqft,0.41,acre,98119,400000.0
3,3.5,2030.0,sqft,2500.0,sqft,98122,1200000.0
5,3.5,3930.0,sqft,7650.0,sqft,98133,1800000.0
5,2.0,2920.0,sqft,7800.0,sqft,98117,1359000.0
4,2.0,1460.0,sqft,5000.0,sqft,98116,787500.0
4,1.5,2770.0,sqft,3038.0,sqft,98119,850000.0
2,2.0,1523.0,sqft,,,98121,1425000.0
3,3.5,1690.0,sqft,1444.0,sqft,98103,965000.0
3,1.0,1170.0,sqft,8100.0,sqft,98133,825000.0
4,2.0,2370.0,sqft,8775.0,sqft,98125,1125000.0
1,1.0,712.0,sqft,,,98121,620000.0
2,1.0,976.0,sqft,2064.0,sqft,98106,475000.0
2,2.0,1042.0,sqft,,,98102,610000.0
2,2.0,1040.0,sqft,0.29,acre,98102,685000.0
1,1.0,722.0,sqft,,,98112,452100.0
2,2.0,1367.0,sqft,,,98121,1350000.0
1,1.0,733.0,sqft,,,98102,490000.0
2,1.0,970.0,sqft,,,98116,480000.0
3,2.0,1711.0,sqft,1171.0,sqft,98125,675500.0
2,1.0,860.0,sqft,8280.0,sqft,98125,675000.0
1,1.0,712.0,sqft,,,98109,385000.0
1,1.0,704.0,sqft,1.0,acre,98144,569000.0
3,2.5,1790.0,sqft,5761.0,sqft,98106,590000.0
3,2.0,2140.0,sqft,7200.0,sqft,98115,918000.0
4,3.0,2040.0,sqft,6348.0,sqft,98103,940000.0
3,2.0,1894.0,sqft,2340.0,sqft,98144,697000.0
4,2.5,2750.0,sqft,5589.0,sqft,98112,1680000.0
4,3.5,2900.0,sqft,5040.0,sqft,98107,1600000.0
2,1.0,670.0,sqft,4500.0,sqft,98106,490000.0
4,2.5,2190.0,sqft,4590.0,sqft,98136,1075000.0
4,1.5,1810.0,sqft,9998.0,sqft,98133,764000.0
3,3.0,1440.0,sqft,5300.0,sqft,98144,1050000.0
3,2.0,2170.0,sqft,7920.0,sqft,98178,560000.0
2,2.0,993.0,sqft,0.24,acre,98103,709600.0
3,3.5,1450.0,sqft,1020.0,sqft,98115,835000.0
4,3.5,2336.0,sqft,2392.0,sqft,98115,975000.0
4,3.0,2320.0,sqft,4640.0,sqft,98112,1472500.0
3,2.0,1470.0,sqft,2226.0,sqft,98106,600000.0
1,1.0,672.0,sqft,,,98107,485000.0
3,1.5,990.0,sqft,4500.0,sqft,98122,775000.0
4,3.0,2110.0,sqft,7680.0,sqft,98115,1180000.0
3,1.0,1670.0,sqft,5500.0,sqft,98136,731000.0
3,2.0,2060.0,sqft,5280.0,sqft,98126,756110.0
3,1.0,1920.0,sqft,7550.0,sqft,98146,456000.0
3,2.5,2910.0,sqft,5200.0,sqft,98109,1975000.0
2,1.5,912.0,sqft,1.0,acre,98103,819980.0
1,1.0,645.0,sqft,,,98126,305000.0
2,2.5,1160.0,sqft,1332.0,sqft,98103,850000.0
3,1.0,2280.0,sqft,6900.0,sqft,98116,1005000.0
3,2.5,1515.0,sqft,1563.0,sqft,98102,905000.0
3,2.5,2600.0,sqft,9100.0,sqft,98146,875000.0
3,2.0,1000.0,sqft,1916.0,sqft,98122,710000.0
2,1.0,672.0,sqft,0.28,acre,98168,373000.0
2,2.0,1320.0,sqft,,,98119,860000.0
3,2.0,2190.0,sqft,5000.0,sqft,98106,840000.0
1,2.0,1517.0,sqft,0.32,acre,98105,1350000.0
4,2.0,2160.0,sqft,4000.0,sqft,98122,1400000.0
4,1.0,2290.0,sqft,2703.0,sqft,98103,905000.0
3,1.0,1920.0,sqft,9399.0,sqft,98117,725000.0
3,3.0,1540.0,sqft,1044.0,sqft,98115,800000.0
2,2.0,983.0,sqft,,,98102,542500.0
2,1.5,1670.0,sqft,5500.0,sqft,98117,1025000.0
2,2.0,880.0,sqft,,,98103,614500.0
2,2.0,1526.0,sqft,,,98109,825000.0
1,1.0,569.0,sqft,,,98104,435000.0
4,3.0,2700.0,sqft,8360.0,sqft,98199,1100000.0
2,2.5,2282.0,sqft,2.75,acre,98168,475000.0
7,3.5,4530.0,sqft,5047.0,sqft,98103,2950000.0
1,1.0,698.0,sqft,,,98121,399999.0
3,2.0,1590.0,sqft,2500.0,sqft,98117,880000.0
2,1.0,770.0,sqft,,,98116,460000.0
3,2.0,2840.0,sqft,5196.0,sqft,98199,1400000.0
6,3.0,2350.0,sqft,8800.0,sqft,98118,850000.0
1,1.0,630.0,sqft,0.35,acre,98104,335000.0
1,1.0,482.0,sqft,,,98109,220000.0
4,3.5,4350.0,sqft,7000.0,sqft,98136,2000000.0
1,3.0,1730.0,sqft,5500.0,sqft,98118,750000.0
1,1.0,761.0,sqft,,,98109,400000.0
3,2.0,1684.0,sqft,1395.0,sqft,98117,870000.0
3,2.5,2040.0,sqft,3298.0,sqft,98136,1200000.0
2,2.0,1057.0,sqft,0.28,acre,98105,599900.0
3,2.0,2256.0,sqft,3500.0,sqft,98119,1370000.0
4,2.0,1900.0,sqft,5350.0,sqft,98118,670000.0
2,1.0,760.0,sqft,8686.0,sqft,98115,775000.0
2,1.0,780.0,sqft,6860.0,sqft,98146,395000.0
4,3.0,3020.0,sqft,3254.0,sqft,98106,1499000.0
1,2.5,2220.0,sqft,2519.0,sqft,98103,1200000.0
2,2.0,877.0,sqft,,,98115,415000.0
4,2.0,1530.0,sqft,8782.0,sqft,98118,645000.0
2,1.0,850.0,sqft,6000.0,sqft,98118,580000.0
3,2.5,1860.0,sqft,7992.0,sqft,98136,1050000.0
2,2.0,980.0,sqft,3000.0,sqft,98118,849950.0
3,2.0,1470.0,sqft,1348.0,sqft,98107,933500.0
2,1.0,980.0,sqft,2226.0,sqft,98144,598000.0
2,2.0,1003.0,sqft,,,98121,875000.0
3,1.0,996.0,sqft,2588.0,sqft,98125,560000.0
1,1.0,980.0,sqft,3700.0,sqft,98106,485000.0
4,1.5,2380.0,sqft,5500.0,sqft,98117,937000.0
2,2.0,2470.0,sqft,4800.0,sqft,98102,1525000.0
4,4.0,2120.0,sqft,6000.0,sqft,98136,900000.0
2,2.5,840.0,sqft,2891.0,sqft,98115,720000.0
4,5.0,1910.0,sqft,6750.0,sqft,98177,800000.0
2,1.0,1380.0,sqft,6613.0,sqft,98106,640000.0
4,5.0,2390.0,sqft,6156.0,sqft,98117,1500000.0
4,3.0,2840.0,sqft,4550.0,sqft,98122,1399990.0
2,1.0,875.0,sqft,,,98115,355000.0
3,2.5,1813.0,sqft,,,98116,1275000.0
3,3.5,2996.0,sqft,5219.0,sqft,98115,2050000.0
5,3.5,5020.0,sqft,5880.0,sqft,98126,1550000.0
3,2.0,1498.0,sqft,1238.0,sqft,98122,935000.0
2,1.0,711.0,sqft,5011.0,sqft,98107,485000.0
4,3.0,2740.0,sqft,5616.0,sqft,98115,1220000.0
3,2.0,1328.0,sqft,859.0,sqft,98103,920000.0
2,2.0,1332.0,sqft,1101.0,sqft,98199,845000.0
3,2.0,2020.0,sqft,6397.0,sqft,98117,840000.0
